F,p,1
F,p,z
F,p,2
a,F,3
a,F,1
a,F,z
a,F,2
a,F,4
F,7
F,5
F,3
F,1
F,z
F,2
F,4
F,6
F,8
i,T,1
T,1
p,F,5
p,F,3
p,F,1
p,F,z
p,F,2
p,F,4
p,F,6
T,2
i,T,2
i,T,3
T,3
C,5
C,3
C,1
C,z
C,2
C,4
C,6
T,4
i,T,4
T,3,A
p,C,5
p,C,3
p,C,1
p,C,z
p,C,2
p,C,4
p,C,6
T,4,A
i,T,5
T,5
P,5
P,3
P,1
P,z
P,2
P,4
P,6
T,6
i,T,6
p,O,5
p,O,3
p,O,1
p,O,z
p,O,2
p,O,4
p,O,6
O,1
O,z
O,2
I,z
M,1
M,2
A,1
