0,0,0,0,0.020238,0,0,0,0,0,0.0017598,0,0.075231,0.0057193,0,0,0.0017598,0,0.032116,0.00087989,0.0070392,0.10999,0,0,0.10735,0.00043995,0.048834,0,0,0.014078,0,0.00043995,0.34228,0.028597,0.089749,0.00087989,0.0017598,0,0,0.66872,0,0,0.017158,0,0.0017598,0.031236,0,0.00043995,0.29828,0.0039595,0,0,0,0.0017598,0.0039595,0.00043995,0,0,0.0057193,0.12626,0.050594,0,0,0.048834,0.0030796,0.35504,0.00043995,0.014958,0.014078,0.27057,0.16806,0.0043995,0,0,0,0.008359,0.0043995,0.014958,0.45711,0,0,0.34492,0.027717,0,0.020238,0,0,0.0030796,0,0.0021997,0.0021997,0.00087989,0.099868,0.0065992,0,0,0,0,0.0065992,0.00087989,0,0.049274,0.0013198,0,0,0.0043995,0,0.00043995,0.021557,0.15222,0,0.0074791,0.00043995,0,0,0,0.00043995,0.027277,0.069072,0,0,0.062033,0.00043995,0.0017598,0.15002,0,0,0,0,0,0.00043995,0,0,0,0.038275,0,0.0043995,0.00043995,0.0070392,0,0,0,0,0,0.5165,0.71755,0,0,0.0087989,0,0.20282,0.00087989,0.0026397,0.43115,0,0.0026397,0.0065992,0.23273,0,0,0,0.099428,0.0096788,0.025077,0,0,0,0.38847,0.0021997,0.00043995,0,0.0026397,0.12055,0,0.00043995,0,0.022877,0,0,0.12451,0,0.00043995,0.029037,0.00043995,0.0030796,0.46414,0.007919,0
0,0,0,0.16806,0.043995,0,0,0,0.0026397,0,0,0.00087989,0.073031,0,0,0.0013198,0,0,0,0.027717,0,0,0,0,0.0061593,0.072151,0.10075,0,0.025957,0.00043995,0,0.048394,0.10603,0.48262,0.0043995,0,0.0061593,0.16102,0,0,0,0,0.022437,0,0.34184,0.028157,0,0.0017598,0,0,0.0035196,0,0,0.20458,0,0,0,0.00087989,0.016278,0,0.0074791,0.19402,0.0035196,0.022437,0,0,0.11879,0.028597,0.17026,0.025957,0,0.0087989,0.017158,0,0.058073,0.027717,0.056753,0.0017598,0.25561,0,0,0.021997,0.020238,0,0.039595,0.075671,0.053234,0.0096788,0.028597,0,0,0.010119,0.10867,0.015398,0,0.065992,0,0,0.025957,0,0.0070392,0,0.11439,0,0,0.0048394,0,0,0.0039595,0.028157,0,0.025517,0.44655,0,0,0,0,0,0.08315,0,0.0017598,0,0.0061593,0.048834,0.42895,0,0,0,0,0,0.0030796,0,0,0,0,0,0.047514,0.058073,0,0.097668,0,0.015838,0,0.020678,0,0,0,0,0.3524,0.00087989,0,0,0.020678,0.52882,0,0.00043995,0,0,0,0.41047,0,0.1839,0.011439,0.045315,0,0,0.020238,0,0,0,0,0,0,0,0,0.0074791,0,0,0.00043995,0,0,0.038715,0,0,0,0,0.14518,0
0,0,0,0,0,0,0,0,0,0.023317,0.11131,0,0,0.00043995,0,0,0,0,0.0039595,0.016718,0,0,0,0,0,0,0,0,0.015398,0,0,0,0.0087989,0,0,0,0,0,0.064232,0,0,0,0,0,0,0.012758,0,0,0,0,0,0,0,0,0.024197,0,0.046194,0,0,0,0,0,0,0.017158,0,0,0,0,0,0,0,0,0,0,0,0.011879,0.00087989,0,0,0,0,0.00043995,0,0,0.059393,0,0,0,0.12319,0,0,0.0021997,0.0021997,0.12055,0.008359,0,0,0,0,0,0,0,0,0,0,0,0.00043995,0,0.016718,0,0,0,0,0.011879,0,0,0,0,0,0.00043995,0.0065992,0,0,0.078751,0.0070392,0,0,0.070392,0,0,0,0,0,0,0,0,0,0.013198,0,0,0,0.007919,0,0,0,0,0,0.0052794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035196,0,0,0,0,0,0,0,0,0.018918,0,0.077871,0,0.00043995,0,0,0,0,0,0.00043995,0.030796,0,0,0,0,0
0,0.16806,0,0,0,0,0,0,0,0,0,0,0.033436,0,0,0.00087989,0,0,0,0.0092389,0,0,0,0,0.0017598,0.08711,0.0017598,0,0.015398,0,0,0.016278,0.012319,0.18214,0.00043995,0,0.0021997,0,0,0,0,0,0,0,0.19842,0.014518,0,0,0,0,0,0,0,0.062033,0,0,0,0,0,0,0.00087989,0.0074791,0.0013198,0.011879,0,0,0.051914,0.0092389,0.0065992,0,0,0.0017598,0.0048394,0,0,0.010559,0.027277,0,0.07919,0,0,0,0.0021997,0,0.020678,0.065992,0,0.0061593,0.014958,0,0,0.0052794,0.041355,0.0052794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087989,0,0,0,0.098548,0,0,0,0,0,0.021557,0,0.00043995,0,0.0017598,0.024637,0.15134,0,0,0,0,0,0,0,0,0,0,0,0.010999,0.027717,0,0.023317,0,0.007919,0,0.0039595,0,0,0,0,0.25473,0,0,0.00043995,0.008359,0.1487,0,0,0,0,0,0.1421,0,0.064672,0,0.007919,0,0,0.0039595,0,0,0,0,0,0,0,0,0.0035196,0,0,0,0,0,0.012319,0,0,0,0,0,0
0.020238,0.043995,0,0,0,0,0,0,0,0,0,0,0.0013198,0,0,0,0,0.0013198,0,0,0,0,0,0,0.011439,0,0,0,0,0,0,0.0052794,0.070832,0.024637,0.00087989,0,0.029476,0.0017598,0,0,0,0,0,0,0,0.0030796,0,0,0.00043995,0,0.020678,0,0,0,0,0,0,0.0087989,0,0,0,0.018038,0,0,0,0,0.013638,0.010559,0.1641,0,0,0,0,0,0,0.011439,0.036516,0.00043995,0.16234,0,0,0.014958,0,0,0,0,0.044875,0,0,0,0,0,0.055433,0,0,0.00043995,0,0,0,0,0.0013198,0,0.0021997,0,0,0,0,0,0,0,0,0,0.032116,0,0,0.0043995,0,0,0.018478,0,0,0,0,0,0.17114,0,0,0,0,0,0.00087989,0,0,0,0,0,0.0052794,0.0039595,0,0.031676,0,0,0,0,0.0070392,0.00043995,0,0,0,0,0,0,0.0030796,0.045315,0,0,0,0,0,0,0,0.040035,0.013638,0,0,0,0,0.018918,0,0,0,0,0.00043995,0,0,0.0048394,0,0,0,0,0,0.00043995,0,0.0092389,0,0.00087989,0.12714,0.00043995
0,0,0,0,0,0,0,0,0,0,0,0.0092389,0.099868,0.00043995,0,0,0.00087989,0,0.27057,0.063352,0,0,0.0039595,0,0,0,0.013198,0.10471,0.0043995,0,0,0,0.00087989,0.00043995,0,0.11659,0,0,0.00043995,0.020238,0,0,0,0,0,0.12758,0,0,0,0,0,0.00043995,0.26221,0,0,0.0096788,0,0,0.12187,0.00087989,0,0,0,0.015838,0,0.032996,0,0,0,0,0.011879,0.16894,0,0,0,0.07963,0,0,0,0,0.26001,0.014078,0,0,0,0,0,0,0,0,0.0074791,0,0,0,0,0,0.008359,0.0021997,0.11835,0,0.00087989,0,0,0.0013198,0,0.048834,0,0.21029,0,0,0,0,0,0,0.014518,0,0.14474,0.00043995,0,0,0,0.0026397,0,0.012319,0,0,0,0,0.00087989,0,0,0.00087989,0.08403,0,0,0,0,0,0,0,0.00087989,0,0,0,0.025077,0.00043995,0,0,0,0,0,0,0,0.011879,0,0,0,0.0026397,0.15046,0,0,0,0.10867,0,0.29476,0,0,0,0,0,0.26705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37396,0,0,0
0,0,0,0,0,0,0,0,0,0.0013198,0.00087989,0.023317,0,0,0,0.021117,0.017598,0,0,0.053234,0,0,0,0.1619,0.0096788,0,0,0,0.010119,0,0.00087989,0.043555,0.090189,0.00087989,0,0.018038,0.28465,0,0,0.00043995,0.0070392,0,0,0.00087989,0,0.015838,0,0,0,0.044435,0,0.0017598,0,0,0.0035196,0,0,0,0,0.0021997,0,0,0.00087989,0.0074791,0,0.0030796,0.036076,0.036516,0,0,0.0026397,0.00087989,0.00087989,0.0087989,0,0.0065992,0.43907,0,0,0.061593,0,0,0,0,0.0039595,0,0,0.0052794,0.0026397,0,0.043995,0.0021997,0.24505,0.0048394,0.076551,0,0,0,0,0,0.010559,0.00043995,0.00043995,0,0,0,0.010999,0,0.30796,0,0,0,0,0.025957,0,0,0.0035196,0.044435,0.0043995,0,0.0017598,0,0,0.010559,0.0061593,0,0.046194,0,0,0,0,0,0,0,0,0,0.038275,0.014518,0,0.012319,0,0.00043995,0,0,0.0021997,0,0.16718,0.1795,0,0,0,0,0.0052794,0,0,0,0,0,0,0,0.0092389,0,0.0021997,0,0,0,0.076551,0,0,0.00087989,0.036516,0.21469,0.0017598,0,0,0.08579,0,0.00087989,0,0,0.038275,0.046634,0,0.063792,0.00043995,0,0,0.25517
0,0,0,0,0,0,0,0,0,0,0,0,0.24197,0,0,0,0,0,0.3722,0.0017598,0.042235,0,0.00043995,0,0.0065992,0,0,0.00043995,0,0.007919,0,0,0,0,0,0,0,0,0,0.0013198,0,0,0.020678,0,0,0.0065992,0,0,0,0.42235,0,0,0.00043995,0,0,0,0,0,0,0,0,0,0,0.0030796,0.29696,0.0043995,0,0,0,0.065992,0.00087989,0,0,0,0.0026397,0,0,0,0,0,0,0.11615,0,0,0,0,0,0,0,0.011879,0.013198,0,0,0,0,0,0.051034,0,0,0,0,0,0,0,0.0030796,0,0,0.007919,0,0,0,0,0,0,0.00043995,0,0,0.4813,0,0,0,0.0013198,0,0,0,0,0.042675,0,0,0.32028,0,0,0,0,0.091949,0,0,0,0.07963,0,0.16146,0,0,0,0.0013198,0,0,0,0,0,0,0,0,0.00087989,0,0.015838,0,0.00087989,0,0.0013198,0,0,0.0017598,0,0,0,0,0,0.3326,0,0,0,0,0,0.0013198,0,0,0,0,0.10119,0,0.072151,0,0,0,0,0,0
0,0.0026397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017598,0,0,0,0,0,0,0,0,0.043115,0,0,0,0,0,0.0021997,0.0017598,0,0,0,0,0,0,0,0,0.071271,0,0.0021997,0,0,0.058953,0,0,0.011879,0,0,0.18566,0,0,0,0,0,0,0,0.040035,0,0,0,0,0,0,0,0,0,0,0,0,0.011439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058953,0,0,0,0,0,0.0070392,0,0,0.00043995,0,0,0,0,0,0.024197,0.00043995,0,0,0,0,0,0,0,0,0,0.087989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11263,0,0,0,0,0.10911,0,0,0,0,0,0,0,0.0017598,0,0,0,0,0,0.15178,0,0,0,0.012758,0,0,0,0,0,0.12626,0,0,0,0.11659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070392,0,0,0,0,0,0,0,0,0
0,0,0.023317,0,0,0,0.0013198,0,0,0,0.018918,0.13946,0,0,0,0,0,0,0,0,0,0,0,0.035636,0,0,0,0,0.10999,0,0.16498,0,0,0,0,0,0,0,0.0043995,0,0.026837,0,0,0.013638,0,0,0,0,0,0,0,0,0,0,0.061593,0,0.036956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019798,0,0,0.00043995,0,0,0.00043995,0,0,0,0.014518,0.051914,0,0,0,0.10339,0,0,0,0,0.095469,0.00087989,0,0,0,0,0,0,0,0,0,0,0,0.052354,0,0.00043995,0,0.0017598,0,0,0.0017598,0,0,0,0,0,0.0030796,0,0,0,0.049274,0,0,0,0.054553,0,0,0,0,0,0.012758,0,0,0,0.030796,0,0,0,0,0.034316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043995,0,0,0,0,0,0,0,0,0,0,0.036076,0,0.0017598,0,0,0,0.059833,0,0,0.047074,0,0.023757,0,0,0,0,0.0017598
