F,p,1
F,p,z
F,p,2
B,3
B,1
B,z
B,2
B,4
F,7
F,5
F,3
F,1
F,z
F,2
F,4
F,6
F,8
D,7
D,5
D,3
D,1
D,z
D,2
D,4
D,6
D,8
T,3
C,5
C,3
C,1
C,z
C,2
C,4
C,6
T,4
E,7
E,5
E,3
E,1
E,z
E,2
E,4
E,6
E,8
T,5
P,5
P,3
P,1
P,z
P,2
P,4
P,6
T,6
H,3
H,1
H,z
H,2
H,4
O,1
O,z
O,2
M,1
M,2
A,1
