F,p,1
F,p,z
F,p,2
F,7,a
F,5,a
F,3,a
F,1,a
F,z,a
F,2,a
F,4,a
F,6,a
F,8,a
F,7
F,5
F,3
F,1
F,z
F,2
F,4
F,6
F,8
F,7,p
F,5,p
F,3,p
F,1,p
F,z,p
F,2,p
F,4,p
F,6,p
F,8,p
T,1
T,3,a
C,5,a
C,3,a
C,1,a
C,z,a
C,2,a
C,4,a
C,6,a
T,4,a
T,2
T,3
C,5
C,3
C,1
C,z
C,2
C,4
C,6
T,4
T,3,p
C,5,p
C,3,p
C,1,p
C,z,p
C,2,p
C,4,p
C,6,p
T,4,p
T,5,a
P,5,a
P,3,a
P,1,a
P,z,a
P,2,a
P,4,a
P,6,a
T,6,a
C,b,1,a
T,5
P,5
P,3
P,1
P,z
P,2
P,4
P,6
T,6
C,b,2,a
C,b,1
O,1,a
P,5,p
P,3,p
P,1,p
P,z,p
P,2,p
P,4,p
P,6,p
O,2,a
C,b,2
O,1
O,z
O,2
C,b,1,p
I,z
C,b,2,p
M,1
M,2
A,1
