F,p,1
F,p,z
F,p,2
F,7,'
F,5,'
F,3,'
F,1,'
F,z,'
F,2,'
F,4,'
F,6,'
F,8,'
F,7
F,5
F,3
F,1
F,z
F,2
F,4
F,6
F,8
F,7,','
F,5,','
F,3,','
F,1,','
F,z,','
F,2,','
F,4,','
F,6,','
F,8,','
T,1
T,3,'
C,5,'
C,3,'
C,1,'
C,z,'
C,2,'
C,4,'
C,6,'
T,4,'
T,2
T,3
C,5
C,3
C,1
C,z
C,2
C,4
C,6
T,4
T,3,','
C,5,','
C,3,','
C,1,','
C,z,','
C,2,','
C,4,','
C,6,','
T,4,','
T,5,'
P,5,'
P,3,'
P,1,'
P,z,'
P,2,'
P,4,'
P,6,'
T,6,'
C,b,1,'
T,5
P,5
P,3
P,1
P,z
P,2
P,4
P,6
T,6
C,b,2,'
C,b,1
O,1,'
P,5,','
P,3,','
P,1,','
P,z,','
P,2,','
P,4,','
P,6,','
O,2,'
C,b,2
O,1
O,z
O,2
C,b,1,','
I,z
C,b,2,','
M,1
M,2
A,1
