0,0,0,0,0,0,0,0.112591602930702,0,0,0,0,0.111733468713836,0,0,0,0,0.157494131680254,0.116971604811747,0.114631317665958,0.112363005614068,0,0.155022857244578,0.121926421728224,0.122049766752723,0.120190200854382,0,0.129885730507478,0.147830372136589,0.138951069101988,0.145984697494923,0.151378343022613,0,0,0,0,0,0,0,0.109573442817187,0.129220384724892,0.150335776853705,0,0,0,0,0,0,0.119266399920098,0,0,0,0.122134588436608,0.130313313155595,0,0.107129540352768,0.111456750709787,0.132254032783138,0.11279064747106,0,0.107156067399933,0.129296800610552,0.138469482257286,0.117383140659728,0.114446491251504,0.111508786912194,0.112730871569576,0.153201379865694,0.119459615031885,0.115958437363696,0.130929202151715,0.140869724247372,0.150870714444933,0.139385814778316
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138528184215001,0,0,0,0,0.127961202928517,0.112428784765002,0,0,0,0.115324127137983,0.126247230637823,0.118327313069402,0.126799900090469,0.144919785795965,0,0,0,0,0,0,0,0.11351761695766,0.135039147865817,0.124773518535135,0.113708348032298,0,0,0,0,0,0.115092097195694,0,0,0.109742858154097,0.116237536139026,0.121934411749453,0,0,0.119931603128941,0.117886996604889,0,0,0.1119125521295,0.141683638431395,0.130961667614,0.134160815334115,0.115327730899073,0.117512528944915,0.153862446734068,0.168790527748368,0.128790619146427,0.149625046063862,0.139788470666836,0.149198338012627,0.130804365129223,0.137712561683931
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147972150645159,0,0,0,0,0.157656529737244,0.12105645508782,0,0,0,0.110208907371137,0.148905607981751,0.130789592348588,0.162105478093861,0.155911942589898,0,0,0,0,0,0,0,0.111765937672066,0.122110285894728,0.149874211099514,0,0,0,0,0,0,0,0,0,0,0,0.121768288663604,0,0,0,0,0,0,0,0,0.120855642001124,0.137785474052978,0,0,0.111875186509826,0.156904466598504,0.149455325260693,0.126064074958244,0.144666929460181,0.14930633581482,0.14571616318919,0.157089787747509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13217694614482,0,0,0,0,0,0.110798931136053,0.135400630732924,0.153601296635022,0.154542623240185,0,0,0,0,0,0,0,0,0.137200291590823,0.143692329863169,0,0,0,0,0,0,0,0,0,0,0,0.127916423679238,0,0,0,0.115773680106744,0,0,0,0,0.129098977572941,0.111142308535351,0,0.107429406402303,0.128898476013194,0.154646776482316,0.130856503204116,0.113754561477561,0.124230494260354,0.138675393353549,0.151051140179311,0.139989522204878
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112695042452395,0,0,0,0,0.139583335656178,0,0,0,0,0,0.112051793436225,0.130243502564862,0.140794000575487,0.138966893766482,0,0,0,0,0,0,0,0,0.134482032955053,0.134099991764635,0,0,0,0,0,0,0,0,0,0,0,0.107910307735105,0,0,0,0,0,0,0,0.10753354928313,0.125791890837165,0.124981851813605,0,0,0.125142859270854,0.147936015870385,0.118185745768436,0.116440318003678,0.129334619761846,0.150556778455857,0.128300117121433,0.140797554035483
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132875733478744,0,0,0,0,0.146525974335156,0.105990577113379,0,0,0,0,0.128702107533265,0.130999643415707,0.150252328189545,0.147212960499543,0,0,0,0,0,0,0,0,0.119486381311351,0.136207306677841,0,0,0,0,0,0,0,0,0,0,0,0.121448874423553,0,0,0,0,0,0,0,0,0.134845092128454,0.140086797142243,0,0,0.106141778231324,0.140532072814922,0.134754078208625,0.109673698323527,0.1310124330958,0.142263788469492,0.118433870372226,0.131880107238908
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139066906618337,0,0,0,0,0.139848498096583,0.107640564672473,0,0,0,0,0.120768856223005,0.110331853587473,0.154698430639692,0.132839711438512,0,0,0,0,0,0,0,0,0.118169063468277,0.136190988287817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107017347121447,0.137714368140037,0,0,0,0.143825417813135,0.137564559243136,0,0.109475575537202,0.137660281488135,0.146035513740806,0.150641241693319
0.112591602930702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11207774444717,0.12065583669216,0.13655734054056,0,0,0,0,0,0,0,0,0.118499471092163,0.131680265691045,0.109708873847886,0.123939426362801,0.110554593017737,0,0.116636963391461,0.121053515535467,0.111997275522632,0,0.107616298442443,0.114800572567586,0.110981461691026,0.144551606015971,0.113907007744107,0.1346314099505,0.136883755907653,0.13732519291446,0,0,0.119806451379413,0.115124775333897,0.127533292118838,0.111549193116281,0.12347840780373,0.134693044398844,0.129761615478306,0.134485769150459,0.1154778543997,0.139593022000222,0.133356071813411,0.127089470015582,0.142154080405173,0.126366922976439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106490875077236,0.122402590282414,0.129197803489816,0,0,0,0,0,0,0,0,0.118855999527251,0.121886357007025,0,0,0.106367838665058,0,0,0.111571683251801,0.126906338946436,0,0,0,0.120628968917533,0.124999573489847,0,0,0.118638804579179,0.117480237002964,0,0,0,0.124135431184549,0.145403046471831,0.11685891384985,0,0.116637200867962,0.135794336308924,0.156553269876204,0.129987290037382,0,0.123199660898922,0.146634356839007,0.130213698906662,0.153950186038441
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125372944502038,0,0,0,0,0,0.115517051558387,0.110392485703587,0.122242029561814,0.116812599701111,0,0,0,0,0,0,0,0,0,0.121493921520792,0,0,0,0,0,0,0,0,0,0,0,0.132409770032366,0,0,0,0.116369863827067,0,0,0,0.106006728863973,0.136458407877875,0.118840620018109,0,0.110518091208435,0.119632677583911,0.140285480294539,0.142048253955105,0,0.11354283954066,0.130952442100336,0.120802461157566,0.128608522646382
